RawFileName,RetentionTime,MS2 Scan Number,MS2 Injection Time,Sum SN,Ion Flux,TMT126,TMT127n,TMT127c,TMT128n,TMT128c,TMT129n,TMT129c,TMT130n,TMT130c,TMT131n,TMT131c,TMT132n,TMT132c,TMT133n,TMT133c,TMT134n
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,8.58210676506667,1141,750,67.4882742577279,0.0899843656769705,9.0771158234985,54.4293584226389,0,3.98180001159043,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,8.74322328615,1161,750,21.7699226830707,0.0290265635774276,13.800496885438,2.58227638005582,0,0,0,0,0,0,2.27763784755778,3.1095115700191,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,9.49905119093333,1253,750,3.58487434617378,0.00477983246156505,3.58487434617378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,9.6019212848,1265,750,2.56618316625159,0.00342157755500211,2.56618316625159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,9.65044714133333,1270,750,165.469014607673,0.220625352810231,96.2910985489448,42.3252781816159,5.30891405448807,0,0,0,5.64741072792641,4.0451978222376,5.95862822259189,5.8924870498687,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,9.67321743813333,1273,750,95.7373938774411,0.127649858503255,15.7082951810866,70.6465503451661,0,4.03293532271094,0,0,2.91899001215588,0,0,2.43062301632162,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,9.74650950053333,1281,750,144.983817222522,0.193311756296696,119.0576883977,13.8030085710298,2.4063060986626,2.50484467945047,3.05683904080831,4.15513043487081,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.0297870522667,1314,750,13.2071161098812,0.0176094881465082,11.118809051158,2.08830705872314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.16792512855,1334,750,408.48737010293,0.544649826803907,94.5156158767717,123.509895042651,15.9834991260748,22.9267669035487,21.5156520155385,19.1256045851004,24.0510705804449,27.5046471938417,26.2207987765788,33.1338200023799,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.2038157554667,1339,750,40.4387690643751,0.0539183587525001,38.3786962199792,2.06007284439587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
