RawFileName,RetentionTime,MS2 Scan Number,MS2 Injection Time,Sum SN,Ion Flux,Carrier Ratio,TMT126,TMT127n,TMT127c,TMT128n,TMT128c,TMT129n,TMT129c,TMT130n,TMT130c,TMT131n,TMT131c,TMT132n,TMT132c,TMT133n,TMT133c,TMT134n
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.5472907488,1328,300,8.44871556314,0.0281623852104667,0,0,5.62877328135613,0,0,0,0,0,0,0,2.81994228178387,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.57509736508333,1334,300,13.2146101798777,0.0440487005995923,∞,13.2146101798777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.62081845681667,1343,300,23.4779996968442,0.0782599989894806,∞,20.4164859046097,3.06151379223447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.64018467068333,1347,300,2.2372312661892,0.00745743755396401,∞,2.2372312661892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.66041728135,1351,300,6.80606744024965,0.0226868914674988,∞,6.80606744024965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.75083012748333,1368,300,33.572748027295,0.111909160090983,97.3396617849696,28.264840312308,2.98492119179593,0,0,0,0,0,0,0,2.3229865231911,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.78576835868333,1376,300,7.60052490250798,0.0253350830083599,∞,7.60052490250798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.82457132695,1384,300,34.1839661748594,0.113946553916198,4.25944233060038,8.75101619106407,8.99696515414634,0,0,3.75176982502062,0,2.95018560144325,2.63007226273319,3.16899631381037,3.93496082664158,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.83982258533333,1388,300,146.810571333946,0.489368571113152,39.5565352729891,112.711955669715,7.34486024671985,3.29271725959609,5.09535404127131,3.4581181545997,3.08061966629264,2.32168717123898,4.9542607029385,2.2442834073458,2.30671501422759,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.845374424,1389,300,12.2154432045958,0.0407181440153193,12.1338966297038,4.78240457536588,4.27995122701253,0,0,0,0,0,0,0,3.15308740221739,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.85291605895,1391,300,2.40830992630133,0.00802769975433778,∞,2.40830992630133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
